Platform,category,country,slot,base_page,placement_type,cpm_rate,cpd_rate
Noon,Pet store,ae,noon_ae_clp_pet_store_clp_hero_banner_3,clp_g3,hero_3,,75
Noon,Pet store,ae,noon_ae_clp_pet_store_clp_hero_banner_4,clp_g3,hero_4,,
Noon,Pet store,ae,noon_ae_clp_pet_store_clp_hero_banner_5,clp_g3,hero_5,,
Noon,Pet store,ae,noon_ae_clp_pet_store_clp_hero_banner_6,clp_g3,hero_6,,
Noon,Pet store,ae,noon_ae_clp_pet_store_clp_hero_banner_7,clp_g3,hero_7,,
Noon,Pet store,ae,noon_ae_clp_pet_store_clp_hero_banner_8,clp_g3,hero_8,,
Noon,Pet store,ae,noon_ae_clp_pet_store_clp_sfu_1,clp_g3,sfu,,125
Noon,Pet store,ae,noon_ae_clp_pet_store_clp_sfu_2,clp_g3,sfu,,125
Noon,Pet store,ae,noon_ae_clp_pet_store_clp_sfu_3,clp_g3,sfu,,125
Noon,Presearch,ae,noon_ae_presearch,homepage,presearch,9,
Noon,Presearch,eg,noon_eg_presearch,homepage,presearch,3.00,
Noon,Presearch,sa,noon_sa_presearch,homepage,presearch,13,
Noon,Presearch,ae,noon_ae_presearch_2,homepage,presearch,9,
Noon,Presearch,sa,noon_sa_presearch_2,homepage,presearch,13,
Noon,Presearch,eg,noon_eg_presearch_2,homepage,presearch,3.00,
Noon,Ramadan Essentials,ae,noon_ae_ramadan_hero_banner_2,,hero_2,,
Noon,Ramadan Essentials,ae,noon_ae_ramadan_hero_banner_3,,hero_3,,
Noon,Ramadan Essentials,ae,noon_ae_ramadan_atf,,atf,,
Noon,Ramadan Essentials,ae,noon_ae_ramadan_brand_carousel,,brand_carousel,,
Noon,Ramadan Essentials,sa,noon_sa_ramadan_hero_banner_2,,hero_2,,
Noon,Ramadan Essentials,sa,noon_sa_ramadan_hero_banner_3,,hero_3,,
Noon,Ramadan Essentials,sa,noon_sa_ramadan_atf,,atf,,
Noon,Ramadan Essentials,sa,noon_sa_ramadan_brand_carousel,,brand_carousel,,
Noon,rocket_home_page,ae,rocket_ae_homepage_hp_hero_banner_3,,hero_3,,
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_spr_atf,sale_page,atf,,370
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_spr_atf_2,sale_page,atf,,370
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_spr_hero_banner_1,sale_page,hero_1,,260
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_spr_hero_banner_2,sale_page,hero_2,,260
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_spr_hero_banner_3,sale_page,hero_3,,260
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_spr_hero_banner_4,sale_page,hero_4,,260
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_spr_sfu1,sale_page,sfu,,150
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_spr_sfu2,sale_page,sfu,,150
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_spr_sfu3,sale_page,sfu,,150
Noon,Salepage_Regular,eg,noon_eg_salepage_regular_spr_atf,sale_page,atf,,
Noon,Salepage_Regular,eg,noon_eg_salepage_regular_spr_atf_2,sale_page,atf,,
Noon,Salepage_Regular,eg,noon_eg_salepage_regular_spr_hero_banner_2,sale_page,hero_2,,
Noon,Salepage_Regular,eg,noon_eg_salepage_regular_spr_hero_banner_3,sale_page,hero_3,,
Noon,Salepage_Regular,eg,noon_eg_salepage_regular_spr_hero_banner_4,sale_page,hero_4,,
Noon,Salepage_Regular,eg,noon_eg_salepage_regular_spr_sfu1,sale_page,sfu,,
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_spr_atf,sale_page,atf,,350
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_spr_atf_2,sale_page,atf,,350
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_spr_hero_banner_1,sale_page,hero_1,,350
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_spr_hero_banner_2,sale_page,hero_2,,350
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_spr_hero_banner_3,sale_page,hero_3,,350
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_spr_hero_banner_4,sale_page,hero_4,,350
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_spr_sfu1,sale_page,sfu,,150
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_spr_sfu2,sale_page,sfu,,150
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_spr_sfu3,sale_page,sfu,,150
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_spr_hero_banner_5,sale_page,hero_5,,170
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_spr_hero_banner_6,sale_page,hero_6,,170
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_spr_atf_3,sale_page,atf,,350
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_spr_hero_banner_5,sale_page,hero_5,,200
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_spr_hero_banner_6,sale_page,hero_6,,200
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_spr_atf_3,sale_page,atf,,370
Noon,Salepage_Regular,ae,noon_ae_salepage_regular_brand_carousel,sale_page,brand_carousel,,470
Noon,Salepage_Regular,sa,noon_sa_salepage_regular_brand_carousel,sale_page,brand_carousel,,400
Noon,search,ae,noon_ae_search_search_page_pca_banner_1,,,,
Noon,search,ae,noon_ae_search_search_page_pca_banner_2,,,,
Noon,search,ae,noon_ae_search_search_page_pca_banner_3,,,,
Noon,search,eg,noon_eg_search_search_page_pca_banner_1,,,,
Noon,search,eg,noon_eg_search_search_page_pca_banner_2,,,,
Noon,search,eg,noon_eg_search_search_page_pca_banner_3,,,,
Noon,search,sa,noon_sa_search_search_page_pca_banner_1,,,,
Noon,search,sa,noon_sa_search_search_page_pca_banner_2,,,,
Noon,search,sa,noon_sa_search_search_page_pca_banner_3,,,,
Noon,Skincare,ae,noon_ae_clp_skincare_clp_atf,clp_g3,atf,,130
Noon,Skincare,ae,noon_ae_clp_skincare_clp_hero_banner_2,clp_g3,hero_2,,130
Noon,Skincare,ae,noon_ae_clp_skincare_clp_hero_banner_3,clp_g3,hero_3,,75
Noon,Skincare,ae,noon_ae_clp_skincare_clp_hero_banner_4,clp_g3,hero_4,,
Noon,Skincare,ae,noon_ae_clp_skincare_clp_hero_banner_5,clp_g3,hero_5,,
Noon,Skincare,ae,noon_ae_clp_skincare_clp_hero_banner_6,clp_g3,hero_6,,
Noon,Skincare,ae,noon_ae_clp_skincare_clp_sfu_1,clp_g3,sfu,,125
Noon,Skincare,ae,noon_ae_clp_skincare_clp_sfu_2,clp_g3,sfu,,125
Noon,Skincare,ae,noon_ae_clp_skincare_clp_sfu_3,clp_g3,sfu,,125
Noon,Skincare,eg,noon_eg_clp_skincare_clp_atf,,atf,,
Noon,Skincare,eg,noon_eg_clp_skincare_clp_hero_banner_2,,hero_2,,
Noon,Skincare,eg,noon_eg_clp_skincare_clp_hero_banner_3,,hero_3,,
Noon,Skincare,eg,noon_eg_clp_skincare_clp_hero_banner_4,,hero_4,,
Noon,Skincare,eg,noon_eg_clp_skincare_clp_hero_banner_5,,hero_5,,
Noon,Skincare,eg,noon_eg_clp_skincare_clp_hero_banner_6,,hero_6,,
Noon,Skincare,sa,noon_sa_clp_skincare_clp_atf,clp_g3,atf,,125
Noon,Skincare,sa,noon_sa_clp_skincare_clp_hero_banner_2,clp_g3,hero_2,,125
Noon,Skincare,sa,noon_sa_clp_skincare_clp_hero_banner_3,clp_g3,hero_3,,100
Noon,Skincare,sa,noon_sa_clp_skincare_clp_hero_banner_4,clp_g3,hero_4,,
Noon,Skincare,sa,noon_sa_clp_skincare_clp_hero_banner_5,clp_g3,hero_5,,
Noon,Skincare,sa,noon_sa_clp_skincare_clp_hero_banner_6,clp_g3,hero_6,,
Noon,Skincare,sa,noon_sa_clp_skincare_clp_sfu_1,clp_g3,sfu,,90
Noon,Skincare,sa,noon_sa_clp_skincare_clp_sfu_2,clp_g3,sfu,,90
Noon,Skincare,sa,noon_sa_clp_skincare_clp_sfu_3,clp_g3,sfu,,90
Noon,small_appliances_bonanza,ae,noon_ae_small_appliances_bonanza_hero_banner_1,clp_g1,hero_1,,
Noon,small_appliances_bonanza,ae,noon_ae_small_appliances_bonanza_hero_banner_2,clp_g1,hero_2,,250
Noon,small_appliances_bonanza,ae,noon_ae_small_appliances_bonanza_hero_banner_3,clp_g1,hero_3,,150
Noon,small_appliances_bonanza,ae,noon_ae_small_appliances_bonanza_hero_banner_4,clp_g1,hero_4,,
Noon,small_appliances_bonanza,ae,noon_ae_small_appliances_bonanza_atf_1,clp_g1,atf,,250
Noon,small_appliances_bonanza,ae,noon_ae_small_appliances_bonanza_atf_2,clp_g1,atf,,250
Noon,small_appliances_bonanza,ae,noon_ae_small_appliances_bonanza_sfu_1,clp_g1,sfu,,150
Noon,small_appliances_bonanza,ae,noon_ae_small_appliances_bonanza_sfu_2,clp_g1,sfu,,150
Noon,small_appliances_bonanza,ae,noon_ae_small_appliances_bonanza_sfu_3,clp_g1,sfu,,150
Noon,small_appliances_bonanza,ae,noon_ae_small_appliances_bonanza_brand_carousel,clp_g1,brand_carousel,,
Noon,small_appliances_bonanza,ae,noon_ae_small_appliances_bonanza_hero_banner_5,clp_g1,hero_5,,
Noon,small_appliances_bonanza,ae,noon_ae_small_appliances_bonanza_hero_banner_6,clp_g1,hero_6,,
Noon,Sports & Outdoors,ae,noon_ae_clp_sports_outdoors_clp_atf,clp_g3,atf,,130
Noon,Sports & Outdoors,ae,noon_ae_clp_sports_outdoors_clp_hero_banner_2,clp_g3,hero_2,,130
Noon,Sports & Outdoors,ae,noon_ae_clp_sports_outdoors_clp_hero_banner_3,clp_g3,hero_3,,75
Noon,Sports & Outdoors,ae,noon_ae_clp_sports_outdoors_clp_hero_banner_4,clp_g3,hero_4,,
Noon,Sports & Outdoors,ae,noon_ae_clp_sports_outdoors_clp_hero_banner_5,clp_g3,hero_5,,
Noon,Sports & Outdoors,ae,noon_ae_clp_sports_outdoors_clp_hero_banner_6,clp_g3,hero_6,,
Noon,Sports & Outdoors,ae,noon_ae_clp_sports_outdoors_clp_sfu_1,clp_g3,sfu,,125
Noon,Sports & Outdoors,ae,noon_ae_clp_sports_outdoors_clp_sfu_2,clp_g3,sfu,,125
Noon,Sports & Outdoors,ae,noon_ae_clp_sports_outdoors_clp_sfu_3,clp_g3,sfu,,125
Noon,Sports & Outdoors,eg,noon_eg_clp_sports_outdoors_clp_atf,clp_eg_c,atf,,90
Noon,Sports & Outdoors,eg,noon_eg_clp_sports_outdoors_clp_hero_banner_2,clp_eg_c,hero_2,,75
Noon,Sports & Outdoors,eg,noon_eg_clp_sports_outdoors_clp_hero_banner_3,clp_eg_c,hero_3,,55
Noon,Sports & Outdoors,eg,noon_eg_clp_sports_outdoors_clp_hero_banner_4,clp_eg_c,hero_4,,
Noon,Sports & Outdoors,eg,noon_eg_clp_sports_outdoors_clp_hero_banner_5,clp_eg_c,hero_5,,
Noon,Sports & Outdoors,eg,noon_eg_clp_sports_outdoors_clp_hero_banner_6,clp_eg_c,hero_6,,
Noon,Sports & Outdoors,eg,noon_eg_clp_sports_outdoors_clp_sfu1,clp_eg_c,sfu,,60
Noon,Sports & Outdoors,eg,noon_eg_clp_sports_outdoors_clp_sfu2,clp_eg_c,sfu,,60
Noon,Sports & Outdoors,eg,noon_eg_clp_sports_outdoors_clp_sfu3,clp_eg_c,sfu,,60
Noon,Sports & Outdoors,sa,noon_sa_clp_sports_outdoors_clp_atf,clp_g3,atf,,125
Noon,Sports & Outdoors,sa,noon_sa_clp_sports_outdoors_clp_hero_banner_2,clp_g3,hero_2,,125
Noon,Sports & Outdoors,sa,noon_sa_clp_sports_outdoors_clp_hero_banner_3,clp_g3,hero_3,,100
Noon,Sports & Outdoors,sa,noon_sa_clp_sports_outdoors_clp_hero_banner_4,clp_g3,hero_4,,
Noon,Sports & Outdoors,sa,noon_sa_clp_sports_outdoors_clp_hero_banner_5,clp_g3,hero_5,,
Noon,Sports & Outdoors,sa,noon_sa_clp_sports_outdoors_clp_hero_banner_6,clp_g3,hero_6,,
Noon,Sports & Outdoors,sa,noon_sa_clp_sports_outdoors_clp_sfu_1,clp_g3,sfu,,90
Noon,Sports & Outdoors,sa,noon_sa_clp_sports_outdoors_clp_sfu_2,clp_g3,sfu,,90
Noon,Sports & Outdoors,sa,noon_sa_clp_sports_outdoors_clp_sfu_3,clp_g3,sfu,,90
Noon,sports_wear,eg,noon_eg_clp_sports_wear_clp_hero_banner_2,,hero_2,,
Noon,sports_wear,eg,noon_eg_clp_sports_wear_clp_atf,,atf,,
Noon,Stationery,ae,noon_ae_clp_stationery_clp_atf,clp_g3,atf,,130
Noon,Stationery,ae,noon_ae_clp_stationery_clp_hero_banner_2,clp_g3,hero_2,,130
Noon,Stationery,ae,noon_ae_clp_stationery_clp_hero_banner_3,clp_g3,hero_3,,75
Noon,Stationery,ae,noon_ae_clp_stationery_clp_hero_banner_4,clp_g3,hero_4,,
Noon,Stationery,ae,noon_ae_clp_stationery_clp_hero_banner_5,clp_g3,hero_5,,
Noon,Stationery,ae,noon_ae_clp_stationery_clp_hero_banner_6,clp_g3,hero_6,,
Noon,Stationery,ae,noon_ae_clp_stationery_clp_sfu_1,clp_g3,sfu,,125
Noon,Stationery,ae,noon_ae_clp_stationery_clp_sfu_2,clp_g3,sfu,,125
Noon,Stationery,ae,noon_ae_clp_stationery_clp_sfu_3,clp_g3,sfu,,125
Noon,Stationery,eg,noon_eg_clp_stationery_clp_atf,clp_eg_c,atf,,90
Noon,Stationery,eg,noon_eg_clp_stationery_clp_hero_banner_2,clp_eg_c,hero_2,,75
Noon,Stationery,eg,noon_eg_clp_stationery_clp_hero_banner_3,clp_eg_c,hero_3,,55
Noon,Stationery,eg,noon_eg_clp_stationery_clp_hero_banner_4,clp_eg_c,hero_4,,
Noon,Stationery,eg,noon_eg_clp_stationery_clp_hero_banner_5,clp_eg_c,hero_5,,
Noon,Stationery,eg,noon_eg_clp_stationery_clp_hero_banner_6,clp_eg_c,hero_6,,
Noon,Stationery,eg,noon_eg_clp_stationery_clp_sfu1,clp_eg_c,sfu,,60
Noon,Stationery,eg,noon_eg_clp_stationery_clp_sfu2,clp_eg_c,sfu,,60
Noon,Stationery,eg,noon_eg_clp_stationery_clp_sfu3,clp_eg_c,sfu,,60
Noon,Stationery,sa,noon_sa_clp_stationery_clp_atf,clp_g3,atf,,125
Noon,Stationery,sa,noon_sa_clp_stationery_clp_hero_banner_2,clp_g3,hero_2,,125
Noon,Stationery,sa,noon_sa_clp_stationery_clp_hero_banner_3,clp_g3,hero_3,,100
Noon,Stationery,sa,noon_sa_clp_stationery_clp_hero_banner_4,clp_g3,hero_4,,
Noon,Stationery,sa,noon_sa_clp_stationery_clp_hero_banner_5,clp_g3,hero_5,,
Noon,Stationery,sa,noon_sa_clp_stationery_clp_hero_banner_6,clp_g3,hero_6,,
Noon,Stationery,sa,noon_sa_clp_stationery_clp_sfu_1,clp_g3,sfu,,90
Noon,Stationery,sa,noon_sa_clp_stationery_clp_sfu_2,clp_g3,sfu,,90
Noon,Stationery,sa,noon_sa_clp_stationery_clp_sfu_3,clp_g3,sfu,,90
Supermall,Super Mall Beauty Page,ae,supermall_ae_clp_beauty_atf,clp,atf,,17
Supermall,Super Mall Beauty Page,sa,supermall_sa_clp_beauty_atf,clp,atf,,16
Supermall,Super Mall Health Page,ae,supermall_ae_clp_health_atf,clp,atf,,17
Supermall,Super Mall Health Page,sa,supermall_sa_clp_health_atf,clp,atf,,16
Supermall,Super Mall Home Page,ae,supermall_ae_home_page_atf,homepage,atf,,265
Supermall,Super Mall Home Page,ae,supermall_ae_homepage_hp_hero_banner_2,homepage,hero_2,14,
Supermall,Super Mall Home Page,ae,supermall_ae_homepage_hp_hero_banner_3,homepage,hero_3,14,
Supermall,Super Mall Home Page,ae,supermall_ae_homepage_hp_hero_banner_4,homepage,hero_4,14,
Supermall,Super Mall Home Page,ae,supermall_ae_homepage_hp_hero_banner_5,homepage,hero_5,13,
Supermall,Super Mall Home Page,ae,supermall_ae_homepage_hp_hero_banner_6,homepage,hero_6,12,
Supermall,Super Mall Home Page,ae,supermall_ae_homepage_hp_strip_slider_1,homepage,strip_1,14,
Supermall,Super Mall Home Page,ae,supermall_ae_homepage_hp_strip_slider_2,homepage,strip_2,13,
Supermall,Super Mall Home Page,ae,supermall_ae_homepage_hp_strip_slider_3,homepage,strip_3,12,
Supermall,Super Mall Home Page,ae,supermall_ae_homepage_hp_strip_slider_4,homepage,strip_4_5,9,
Supermall,Super Mall Home Page,ae,supermall_ae_homepage_hp_strip_slider_5,homepage,strip_4_5,9,
Supermall,Super Mall Home Page,ae,supermall_ae_sfu_1,homepage,sfu,9,
Supermall,Super Mall Home Page,ae,supermall_ae_sfu_2,homepage,sfu,9,
Supermall,Super Mall Home Page,ae,supermall_ae_sfu_3,homepage,sfu,9,
Supermall,Super Mall Home Page,ae,supermall_ae_upper_mid_page_1,homepage,mid_upper,,
Supermall,Super Mall Home Page,ae,supermall_ae_upper_mid_page_2,homepage,mid_upper,,
Supermall,Super Mall Home Page,ae,supermall_ae_upper_mid_page_3,homepage,mid_upper,,
Supermall,Super Mall Home Page,sa,supermall_sa_home_page_atf,homepage,atf,,245
Supermall,Super Mall Home Page,sa,supermall_sa_homepage_hp_hero_banner_2,homepage,hero_2,14,
Supermall,Super Mall Home Page,sa,supermall_sa_homepage_hp_hero_banner_3,homepage,hero_3,14,
Supermall,Super Mall Home Page,sa,supermall_sa_homepage_hp_hero_banner_4,homepage,hero_4,14,
Supermall,Super Mall Home Page,sa,supermall_sa_homepage_hp_hero_banner_5,homepage,hero_5,13,
Supermall,Super Mall Home Page,sa,supermall_sa_homepage_hp_hero_banner_6,homepage,hero_6,12,
Supermall,Super Mall Home Page,sa,supermall_sa_homepage_hp_strip_slider_1,homepage,strip_1,14,
Supermall,Super Mall Home Page,sa,supermall_sa_homepage_hp_strip_slider_2,homepage,strip_2,13,
Supermall,Super Mall Home Page,sa,supermall_sa_homepage_hp_strip_slider_3,homepage,strip_3,12,
Supermall,Super Mall Home Page,sa,supermall_sa_homepage_hp_strip_slider_4,homepage,strip_4_5,9,
Supermall,Super Mall Home Page,sa,supermall_sa_homepage_hp_strip_slider_5,homepage,strip_4_5,9,
Supermall,Super Mall Home Page,sa,supermall_sa_sfu_1,homepage,sfu,9,
Supermall,Super Mall Home Page,sa,supermall_sa_sfu_2,homepage,sfu,9,
Supermall,Super Mall Home Page,sa,supermall_sa_sfu_3,homepage,sfu,9,
Supermall,Super Mall Home Page,sa,supermall_sa_upper_mid_page_1,homepage,mid_upper,,
Supermall,Super Mall Home Page,sa,supermall_sa_upper_mid_page_2,homepage,mid_upper,,
Supermall,Super Mall Home Page,sa,supermall_sa_upper_mid_page_3,homepage,mid_upper,,
Supermall,Super Mall Home Page,sa,supermall_sa_home_page_atf_1,homepage,atf,,245
Supermall,Super Mall Home Page,sa,supermall_sa_home_page_in_focus_2,homepage,in_focus_2,,45
Supermall,Super Mall Home Page,sa,supermall_sa_home_page_in_focus_3,homepage,in_focus_3,,55
Supermall,Super Mall Home Page,sa,supermall_sa_home_page_in_focus_4,homepage,in_focus_4,,40
Supermall,Super Mall Home Page,sa,supermall_sa_home_page_in_focus_5,homepage,in_focus_5,,25
Supermall,Super Mall Home Page,sa,supermall_sa_home_page_mid_page_slider_1,homepage,mid_upper,,
Supermall,Super Mall Home Page,sa,supermall_sa_home_page_mid_page_slider_2,homepage,mid_upper,,
Supermall,Super Mall Home Page,sa,supermall_sa_home_page_mid_page_slider_3,homepage,mid_upper,,
Supermall,Super Mall Home Page,ae,supermall_ae_home_page_atf_1,homepage,atf,,265
Supermall,Super Mall Home Page,ae,supermall_ae_home_page_in_focus_2,homepage,in_focus_2,,45
Supermall,Super Mall Home Page,ae,supermall_ae_home_page_in_focus_3,homepage,in_focus_3,,35
Supermall,Super Mall Home Page,ae,supermall_ae_home_page_in_focus_4,homepage,in_focus_4,,40
Supermall,Super Mall Home Page,ae,supermall_ae_home_page_in_focus_5,homepage,in_focus_5,,25
Supermall,Super Mall Home Page,ae,supermall_ae_home_page_mid_page_slider_1,homepage,mid_upper,,
Supermall,Super Mall Home Page,ae,supermall_ae_home_page_mid_page_slider_2,homepage,mid_upper,,
Supermall,Super Mall Home Page,ae,supermall_ae_home_page_mid_page_slider_3,homepage,mid_upper,,
Supermall,Super Mall Home Page,ae,supermall_ae_home_page_floating_button,homepage,floating_button,,825
Supermall,Super Mall Home Page,ae,supermall_ae_homepage_hp_hero_banner_1,homepage,hero_1,,
Supermall,Super Mall Home Page,sa,supermall_sa_home_page_floating_button,homepage,floating_button,,585
Supermall,Super Mall Home Page,sa,supermall_sa_homepage_hp_hero_banner_1,homepage,hero_1,,
Noon,Tablet,ae,noon_ae_clp_tablet_clp_atf,clp_g2,atf,,180
Noon,Tablet,ae,noon_ae_clp_tablet_clp_hero_banner_2,clp_g2,hero_2,,180
Noon,Tablet,ae,noon_ae_clp_tablet_clp_hero_banner_3,clp_g2,hero_3,,110
Noon,Tablet,ae,noon_ae_clp_tablet_clp_sfu1,clp_g2,sfu,,150
Noon,Tablet,ae,noon_ae_clp_tablet_clp_sfu2,clp_g2,sfu,,150
Noon,Tablet,ae,noon_ae_clp_tablet_clp_sfu3,clp_g2,sfu,,150
Noon,Tablet,sa,noon_sa_clp_tablet_clp_atf,clp_g2,atf,,180
Noon,Tablet,sa,noon_sa_clp_tablet_clp_hero_banner_2,clp_g2,hero_2,,150
Noon,Tablet,sa,noon_sa_clp_tablet_clp_hero_banner_3,clp_g2,hero_3,,125
Noon,Tablet,sa,noon_sa_clp_tablet_clp_sfu1,clp_g2,sfu,,130
Noon,Tablet,sa,noon_sa_clp_tablet_clp_sfu2,clp_g2,sfu,,130
Noon,Tablet,sa,noon_sa_clp_tablet_clp_sfu3,clp_g2,sfu,,130
Noon,Thankyou_Page,ae,noon_ae_order_confirmation_sfu,thankyou,sfu,11,
Noon,Thankyou_Page,eg,noon_eg_order_confirmation_sfu,thankyou,sfu,,
Noon,Thankyou_Page,sa,noon_sa_order_confirmation_sfu,thankyou,sfu,11,
Noon,Thankyou_Page,ae,noon_ae_order_confirmation_carousel_2,thankyou,,,
Noon,Thankyou_Page,ae,noon_ae_order_confirmation_carousel_3,thankyou,,,
Noon,Thankyou_Page,sa,noon_sa_order_confirmation_carousel_2,thankyou,,,
Noon,Thankyou_Page,sa,noon_sa_order_confirmation_carousel_3,thankyou,,,
Noon,Tools & Home improvement,ae,noon_ae_clp_tools_home_improvement_clp_atf,clp_g3,atf,,130
Noon,Tools & Home improvement,ae,noon_ae_clp_tools_home_improvement_clp_hero_banner_2,clp_g3,hero_2,,130
Noon,Tools & Home improvement,ae,noon_ae_clp_tools_home_improvement_clp_sfu_1,clp_g3,sfu,,125
Noon,Tools & Home improvement,ae,noon_ae_clp_tools_home_improvement_clp_sfu_2,clp_g3,sfu,,125
Noon,Tools & Home improvement,ae,noon_ae_clp_tools_home_improvement_clp_sfu_3,clp_g3,sfu,,125
Noon,Tools & Home improvement,eg,noon_eg_clp_tools_home_improvement_clp_atf,,atf,,
Noon,Tools & Home improvement,eg,noon_eg_clp_tools_home_improvement_clp_hero_banner_2,,hero_2,,
Noon,Tools & Home improvement,eg,noon_eg_clp_tools_home_improvement_clp_sfu1,,sfu,,
Noon,Tools & Home improvement,eg,noon_eg_clp_tools_home_improvement_clp_sfu2,,sfu,,
Noon,Tools & Home improvement,eg,noon_eg_clp_tools_home_improvement_clp_sfu3,,sfu,,
Noon,Tools & Home improvement,sa,noon_sa_clp_tools_home_improvement_clp_atf,clp_g3,atf,,125
Noon,Tools & Home improvement,sa,noon_sa_clp_tools_home_improvement_clp_hero_banner_2,clp_g3,hero_2,,125
Noon,Tools & Home improvement,sa,noon_sa_clp_tools_home_improvement_clp_sfu_1,clp_g3,sfu,,90
Noon,Tools & Home improvement,sa,noon_sa_clp_tools_home_improvement_clp_sfu_2,clp_g3,sfu,,90
Noon,Tools & Home improvement,sa,noon_sa_clp_tools_home_improvement_clp_sfu_3,clp_g3,sfu,,90
Noon,Toys,ae,noon_ae_clp_toys_clp_atf,clp_g3,atf,,130
Noon,Toys,ae,noon_ae_clp_toys_clp_hero_banner_2,clp_g3,hero_2,,130
Noon,Toys,ae,noon_ae_clp_toys_clp_hero_banner_3,clp_g3,hero_3,,75
Noon,Toys,ae,noon_ae_clp_toys_clp_hero_banner_4,clp_g3,hero_4,,
Noon,Toys,ae,noon_ae_clp_toys_clp_hero_banner_5,clp_g3,hero_5,,
Noon,Toys,ae,noon_ae_clp_toys_clp_hero_banner_6,clp_g3,hero_6,,
Noon,Toys,ae,noon_ae_clp_toys_clp_sfu_1,clp_g3,sfu,,125
Noon,Toys,ae,noon_ae_clp_toys_clp_sfu_2,clp_g3,sfu,,125
Noon,Toys,ae,noon_ae_clp_toys_clp_sfu_3,clp_g3,sfu,,125
Noon,Toys,eg,noon_eg_clp_toys_clp_atf,clp_eg_c,atf,,90
Noon,Toys,eg,noon_eg_clp_toys_clp_hero_banner_2,clp_eg_c,hero_2,,75
Noon,Toys,eg,noon_eg_clp_toys_clp_hero_banner_3,clp_eg_c,hero_3,,55
Noon,Toys,eg,noon_eg_clp_toys_clp_hero_banner_4,clp_eg_c,hero_4,,
Noon,Toys,eg,noon_eg_clp_toys_clp_hero_banner_5,clp_eg_c,hero_5,,
Noon,Toys,eg,noon_eg_clp_toys_clp_hero_banner_6,clp_eg_c,hero_6,,
Noon,Toys,eg,noon_eg_clp_toys_clp_sfu1,clp_eg_c,sfu,,60
Noon,Toys,eg,noon_eg_clp_toys_clp_sfu2,clp_eg_c,sfu,,60
Noon,Toys,eg,noon_eg_clp_toys_clp_sfu3,clp_eg_c,sfu,,60
Noon,Toys,sa,noon_sa_clp_toys_clp_atf,clp_g3,atf,,125
Noon,Toys,sa,noon_sa_clp_toys_clp_hero_banner_2,clp_g3,hero_2,,125
Noon,Toys,sa,noon_sa_clp_toys_clp_hero_banner_3,clp_g3,hero_3,,100
Noon,Toys,sa,noon_sa_clp_toys_clp_hero_banner_4,clp_g3,hero_4,,
Noon,Toys,sa,noon_sa_clp_toys_clp_hero_banner_5,clp_g3,hero_5,,
Noon,Toys,sa,noon_sa_clp_toys_clp_hero_banner_6,clp_g3,hero_6,,
Noon,Toys,sa,noon_sa_clp_toys_clp_sfu_1,clp_g3,sfu,,90
Noon,Toys,sa,noon_sa_clp_toys_clp_sfu_2,clp_g3,sfu,,90
Noon,Toys,sa,noon_sa_clp_toys_clp_sfu_3,clp_g3,sfu,,90
Noon,Toys,ae,noon_ae_clp_toys_brand_carousel,clp_g3,brand_carousel,,
Noon,Toys,sa,noon_sa_clp_toys_brand_carousel,clp_g3,brand_carousel,,
Noon,TV - Appliances Sale Page,sa,noon_sa_tv_appliances_sale_hero_banner_2,clp_g1,hero_2,,250
Noon,TV - Appliances Sale Page,sa,noon_sa_tv_appliances_sale_hero_banner_3,clp_g1,hero_3,,200
Noon,TV - Appliances Sale Page,sa,noon_sa_tv_appliances_sale_atf,clp_g1,atf,,280
Noon,TV - Appliances Sale Page,ae,noon_ae_tv_appliances_sale_hero_banner_2,clp_g1,hero_2,,250
Noon,TV - Appliances Sale Page,ae,noon_ae_tv_appliances_sale_hero_banner_3,clp_g1,hero_3,,150
Noon,TV - Appliances Sale Page,ae,noon_ae_tv_appliances_sale_atf,clp_g1,atf,,250
Noon,Valentines Day,ae,noon_ae_clp_valentines_day_clp_atf,,atf,,
Noon,Valentines Day,ae,noon_ae_clp_valentines_day_clp_hero_banner_2,,hero_2,,
